patientprocedureid,MediaType,appannotationid,annotationfilepath,annotationfilesize,annotationname,isactive,archivestatus,ProcedureStatus,cognitouser_username,subscriptionstatus,terminationaction,mediaid
2333,Media,743C619D-449A-4669-86EA-CA853F089C03,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_001.jpg,515914,Image_001.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,EC315E0B-78AF-4AC2-9E5B-B014EF5DE359,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_013.jpg,57311,Image_013.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,E12A38FD-E46D-471F-B5A5-BA6BA41DC454,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_005.jpg,516633,Image_005.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,A6EF96ED-7303-45F3-9D9A-FA5352A40173,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_009.jpg,518517,Image_009.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,CB9075B4-65AC-482A-ADDB-AD7135728DE8,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_007.jpg,518687,Image_007.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,55C31AF6-DF95-4B85-A334-348D98D17D96,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_007.mp4,29198154,Video_007.mp4,1,NULL,NULL,Smith01,1,NULL,
2333,Media,8056FEB2-7969-42BC-BF4C-C879C078A6A3,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_011.jpg,546929,Image_011.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,53A2DF15-D631-40BA-B51A-FE2B23D9320E,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_002.mp4,23172054,Video_002.mp4,1,NULL,NULL,Smith01,1,NULL,
2333,Media,CC318865-FE40-4504-95F8-04340D542EAC,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_014.jpg,57408,Image_014.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,D21F349A-0857-478F-9517-F7880659EC07,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_006.jpg,517902,Image_006.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,AB4AAE96-E3C7-4A38-B175-15C1D6C5C214,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_008.jpg,518074,Image_008.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,AC2D8BAA-EC32-4C5F-A48C-11B14A7F3C46,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_004.mp4,5707868,Video_004.mp4,1,NULL,NULL,Smith01,1,NULL,
2333,Media,DA39824A-2641-4801-BF74-B206881A64EE,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_010.jpg,548316,Image_010.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,3AE70C22-A265-4927-8EED-0EDEABFC46A4,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_003.mp4,8429322,Video_003.mp4,1,NULL,NULL,Smith01,1,NULL,
2333,Media,9D126E40-01DB-4A31-8940-EDC3652EDD83,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_015.jpg,547318,Image_015.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,1457EDAF-7344-492D-8D7E-A333AB974DAA,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_006.mp4,6601447,Video_006.mp4,1,NULL,NULL,Smith01,1,NULL,
2333,Media,8A4D377B-F636-4E06-8E89-B22783591F40,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_016.jpg,57291,Image_016.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,710217AF-2FDD-4E86-A286-498B220BE8A0,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_003.jpg,517866,Image_003.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,FC6490F3-04AA-4734-9E86-0836DC9DECBB,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_012.jpg,547769,Image_012.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,A7AF4E5E-430A-45B7-BBA7-4A382101CB7D,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_001.mp4,5654154,Video_001.mp4,1,NULL,NULL,Smith01,1,NULL,
2333,Media,B6C8F77A-FB81-47B6-BE62-8DBF7C3C9BF4,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/images/original/Image_004.jpg,517856,Image_004.jpg,1,NULL,NULL,Smith01,1,NULL,
2333,Media,0F01AB95-30EB-43AC-9F09-4EC0F0B5C52F,public/2333/C05FF8B1-F7AF-45C6-8EDB-F90E681C5B96/videos/original/Video_005.mp4,22470456,Video_005.mp4,1,NULL,NULL,Smith01,1,NULL,
2334,Media,patient_202006170524293C71A0F9-978F-40B8-9A92-56E682B3B45C,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/pdfs/original/patient_20200617052429.pdf,1587712,patient_20200617052429.pdf,1,NULL,NULL,Smith01,1,NULL,
2334,Media,5B28E328-4271-4663-ACEE-B0F1CDE02A05,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_016.jpg,478072,Image_016.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,0B274183-E073-453D-A6A2-3C968D8CEDDB,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_015.jpg,478084,Image_015.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,6B2A82F0-40D8-4597-92C9-4D67611D12AD,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_023.jpg,57487,Image_023.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,6B4488AF-200B-4744-92AD-00D4351EF3B3,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_001_Anno_001.jpg,1086687,Image_001_Anno_001.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,46133130-9DFE-4A72-9DC8-C69238D335BD,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_002.jpg,477455,Image_002.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,2A6F40E4-15CB-4A6A-9992-39C7F88F9ACD,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_019.jpg,478043,Image_019.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,EADC1084-2F47-4C57-986E-17DD5891FB6E,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/videos/original/Video_003.mp4,33112108,Video_003.mp4,1,NULL,NULL,Smith01,1,NULL,
2334,Media,BD5537DD-6822-4AAE-8053-7C9D12E72ED0,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/videos/original/Video_004.mp4,5783543,Video_004.mp4,1,NULL,NULL,Smith01,1,NULL,
2334,Media,54703480-EC7E-4293-A773-6A568589B607,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_022.jpg,494006,Image_022.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,03448B08-1880-4D19-8284-E6A5F01F310D,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_013.jpg,476537,Image_013.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,7F6BAB4D-746B-40F6-A972-D934E0692FEF,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_001.jpg,477943,Image_001.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,3EFE8768-56FF-4462-BABE-0C361E3E9952,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_009.jpg,476725,Image_009.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,C274CDE5-1EC0-4DA1-8A54-B462EECA2828,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_014.jpg,478054,Image_014.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,EA299D1D-65E8-4317-BEA4-BF5F0DF5BAEC,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_001_Anno_002.jpg,1108229,Image_001_Anno_002.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,3DEC87D0-F849-4D0D-BF0C-CB10C90238FE,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_012.jpg,477308,Image_012.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,CE51F866-8F9D-4E55-B563-EEDDA57AE053,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_021.jpg,57935,Image_021.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,26895B77-0745-4871-800A-B27055481C74,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_006.jpg,477655,Image_006.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,E7834C40-E7FB-4AAC-8AAC-5FC64219DB3E,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_005.jpg,477845,Image_005.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,D1480230-E1B5-4F38-8D78-B6062B2E6838,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_003.jpg,477335,Image_003.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,secure_20200617052416CB82E1CC-C92B-42FD-BF3D-DC4B246BD313,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/pdfs/original/secure_20200617052416.pdf,1587712,secure_20200617052416.pdf,1,NULL,NULL,Smith01,1,NULL,
2334,Media,63745ED3-9714-49AC-B2B9-CBA26491F6A0,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/videos/original/Video_002.mp4,7730797,Video_002.mp4,1,NULL,NULL,Smith01,1,NULL,
2334,Media,secure_2020061705242523749F1B-8B80-4701-A65C-EAAFA1B7792C,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/pdfs/original/secure_20200617052425.pdf,1587711,secure_20200617052425.pdf,1,NULL,NULL,Smith01,1,NULL,
2334,Media,18B62486-403A-4C60-9D9F-7691ADFF4E76,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/videos/original/Video_005.mp4,23656920,Video_005.mp4,1,NULL,NULL,Smith01,1,NULL,
2334,Media,D5E5F13A-E039-4294-94C3-79402569E23F,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_017.jpg,477330,Image_017.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,0953BD82-F2D3-4B1F-A935-7089FD7D883A,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_010.jpg,478430,Image_010.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,CC3AE663-E95A-40E7-991F-775486641ACC,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_008.jpg,475670,Image_008.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,3E2213C9-219A-4767-8D53-126D7B7FF12B,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_011.jpg,476647,Image_011.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,5C41ED66-3BC1-4A70-A9F9-9BD90117312F,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_007.jpg,476701,Image_007.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,5B23DB52-C0F0-441B-B370-77E1C40E3D97,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_004.jpg,477990,Image_004.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,DB5D824D-5B18-4562-B2DB-17AB11CBDD21,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_018.jpg,478449,Image_018.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,FD99EA66-D355-42BF-A20C-CFAF102822C3,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/images/original/Image_020.jpg,477201,Image_020.jpg,1,NULL,NULL,Smith01,1,NULL,
2334,Media,patient_2020061705242032F58AE4-255B-44B8-95AF-1628067FF0BC,public/2334/25131ECA-D84F-4EA9-8F70-B717E9AE70C7/pdfs/original/patient_20200617052420.pdf,1587712,patient_20200617052420.pdf,1,NULL,NULL,Smith01,1,NULL,
2335,Media,586D406E-1A6B-44D8-8024-8343B0442F7D,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_010.jpg,57857,Image_010.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,patient_202006170522366B4E82AE-75E8-45DB-8B2C-115EF283A532,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/pdfs/original/patient_20200617052236.pdf,1512562,patient_20200617052236.pdf,1,NULL,NULL,Smith01,1,NULL,
2335,Media,84B64046-2D99-41AD-B8CC-E920EDED43BC,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/videos/original/Video_003.mp4,8172331,Video_003.mp4,1,NULL,NULL,Smith01,1,NULL,
2335,Media,499AEEC7-BCB2-4486-B4AD-5738677FFB66,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_005.jpg,518157,Image_005.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,10122723-6D93-41E3-B57D-86471DC50468,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_016.jpg,518844,Image_016.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,patient_20200617052215CF317E94-26EA-499F-A119-C4E6DBEE162E,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/pdfs/original/patient_20200617052215.pdf,1512562,patient_20200617052215.pdf,1,NULL,NULL,Smith01,1,NULL,
2335,Media,5D167508-1654-4BF9-913D-41D28FBC3196,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_013.jpg,517274,Image_013.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,9D53FA2A-47E6-4F02-9713-E1C5F8EE851B,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_024.jpg,518384,image2.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,CE4B4FA0-900B-4269-B317-C66F4066B4D3,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_011.jpg,57995,Image_011.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,A7736BCD-F810-4A59-AA96-AA6C706A5946,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_012.jpg,57588,Image_012.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,F48899D3-B6BA-4F07-8CF8-02D48FF9A9A9,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_008.jpg,57683,Image_008.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,0AC7FC1F-1B85-4868-A5B3-4428337E94D1,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_006.jpg,517173,Image_006.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,5784A930-5852-4143-9911-B79ABA2A0520,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_020.jpg,57773,Image_020.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,642A965C-AE75-471E-8D6F-76BD3CE07F2B,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_001.jpg,57963,Image_001.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,57533193-E433-4BDA-85C4-6C46B23181A8,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_014.jpg,517792,Image_014.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,secure_20200617052209C879A3B0-E53E-4341-8EE1-00798F20521E,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/pdfs/original/secure_20200617052209.pdf,312404,secure_20200617052209.pdf,1,NULL,NULL,Smith01,1,NULL,
2335,Media,589B0E3A-9252-48FD-BE82-1E826083EB22,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_009.jpg,57737,Image_009.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,secure_2020061705222029339B1A-1AC4-48DC-96FD-671F29088565,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/pdfs/original/secure_20200617052220.pdf,1512560,secure_20200617052220.pdf,1,NULL,NULL,Smith01,1,NULL,
2335,Media,20EE41CF-DE3C-4EC4-8824-F16A2A5B46FB,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/videos/original/Video_004.mp4,36504824,Video_004.mp4,1,NULL,NULL,Smith01,1,NULL,
2335,Media,F34990D0-DD7A-498D-A8B6-88AD9A7CB23A,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_007.jpg,517743,Image_007.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,patient_20200617052225E55D09CA-581E-4FCA-A20A-5CA7812D088D,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/pdfs/original/patient_20200617052225.pdf,1512561,patient_20200617052225.pdf,1,NULL,NULL,Smith01,1,NULL,
2335,Media,264565E5-870B-454B-A122-74E14F52A5C3,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_022.jpg,57448,Image_022.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,B1A79093-DCD7-435F-8932-436FCB208238,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_004.jpg,518543,Image_004.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,5778B8C5-5A87-4E4C-813A-6E93478A20D8,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/videos/original/Video_001.mp4,10204416,Video_001.mp4,1,NULL,NULL,Smith01,1,NULL,
2335,Media,73F0EA08-A77A-44A6-9472-55564DDD2167,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_003.jpg,57844,Image_003.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,9E21D27E-29AB-43B3-B275-C2145E02AD20,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/videos/original/Video_002.mp4,40850368,Video_002.mp4,1,NULL,NULL,Smith01,1,NULL,
2335,Media,454B36E1-247A-47BC-9A2C-72000CFB6728,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_018.jpg,57294,Image_018.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,99EA1F6C-EFA7-4FB4-8951-EEE8B2D9AB55,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_015.jpg,516686,Image_015.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,B07F069D-2B44-4C35-8412-131106700FA6,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_021.jpg,57537,Image_021.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,520022B8-5284-4A5F-96F7-9DE071613BA0,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/NewMedical.jpg,518754,NewMedical.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,5497B8D2-4965-4F2E-9A52-C5B6FB3A0A3E,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_002.jpg,517598,Image_002.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,E1C39E0C-DF65-40AA-B7B1-AA6B517FD7EA,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/ifjl.jpg,57578,ifjl.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,secure_202006170522315EBCA147-1A6C-43D4-92DC-856B8A13376E,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/pdfs/original/secure_20200617052231.pdf,1512561,secure_20200617052231.pdf,0,NULL,NULL,Smith01,1,NULL,
2335,Media,2BAC1582-860C-4FF2-A634-83724F21EA18,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_025.jpg,516730,image.jpg,1,NULL,NULL,Smith01,1,NULL,
2335,Media,2F84D8B4-1872-4C72-B746-7DA8F16DF66A,public/2335/EEA95222-ABFB-4073-B119-DC52E1F418C0/images/original/Image_017.jpg,516539,Image_017.jpg,1,NULL,NULL,Smith01,1,NULL,
2320,Media,d9df0409-1f4a-449c-8e41-d1862265c032,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_PASS.jpg,97128,,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,2fca4355-19ec-47ce-953e-acb598c3d69d,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/pdfs/original/z_patient_APPIUM_SETUP.pdf,0,z_patient_rep.pdf,1,NULL,NULL,Devsurgeon_001,10,NULL,
2338,Media,06FAA1B5-6439-47E3-935C-FB8A23419D15,public/2338/5E505E35-9486-47BF-9993-4972A3008F14/images/original/i11.jpg,157234,i11.jpg,1,NULL,NULL,Devuser.10,11,3,
2338,Media,D2EC6CD9-FCAB-4FF6-8BD0-706C7C138B11,public/2338/5E505E35-9486-47BF-9993-4972A3008F14/images/original/i22.jpg,146031,i22.jpg,1,NULL,NULL,Devuser.10,11,3,
2338,Media,1588481C-62C8-40D4-834D-48127FF133A6,public/2338/5E505E35-9486-47BF-9993-4972A3008F14/images/original/Image_001_Anno_001.jpg,597779,ia1.jpg,1,NULL,NULL,Devuser.10,11,3,
2338,Media,BE9F09AB-2213-446B-8BBD-E0929E53507F,public/2338/5E505E35-9486-47BF-9993-4972A3008F14/images/original/ia22.jpg,558507,ia22.jpg,1,NULL,NULL,Devuser.10,11,3,
2320,Media,d113d0ca-eb1e-4da2-84fe-1cb1f7d57b8e,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_cloud.jpg,114537,z_cloud.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,B46D16F4-7B3E-4419-8023-2B4355B16AA6,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/6image_Anno_001.jpg,741826,6image_Anno_001.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,58ec78ed-2406-48bf-9222-214c362367e4,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/img3_z_Anno_001.jpg,0,img3_z_Anno_001.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,4ea76e6d-e88e-4884-ae91-2902d4613dba,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/Image_005_z_Anno_001.jpg,1416080,Image_005_z_Anno_001.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,d922fc79-d343-465d-b286-3a8213fce1cb,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/Image_005_z_Anno_001.jpg,1416080,,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,c87b9af7-c0e6-4785-a59a-8f983fe52c67,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/Image_005_z_Anno_002.jpg,1412293,,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,c1f4c7dd-98c1-4382-b464-910281627cb4,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_cloud_z_Anno_001.jpg,534261,,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,f25bf4c9-79cd-45a1-ae0e-07da230724e9,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_cloud_z_Anno_002.jpg,534261,,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,b3f25c81-92d2-42d2-97a7-aecfdd00f3b4,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_cloud_z_Anno_003.jpg,0,z_cloud_z_Anno_003.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,6ce6c004-2871-4701-aca1-36e949e3e11f,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_cloud_z_Anno_004.jpg,0,z_cloud_z_Anno_004.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2320,Media,797d988d-4224-4735-9baf-daad2edeacb4,public/2320/36E841F5-D5A3-4E4B-8A3A-0571B1F029F4/images/original/z_cloud_z_Anno_004.jpg,0,z_cloud_z_Anno_004.jpg,1,NULL,NULL,Devsurgeon_001,10,NULL,
2342,Media,"6C248 dhv-c yeaf-nvu0-cej630F99E",NULL,0,MD1Image_002_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2342,Media,FCsgfejsg-sgj-sngu-86DE,NULL,0,MD2sample_video.mp4,1,NULL,NULL,Devuser.10,11,3,
2342,Media,C389urew-fj48-fn3-E3BE8AD,NULL,0,MD3Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2342,Media,8CB4wbtgw-sfuew-sfneuw-5A73509,NULL,0,MD4Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2343,Media,215E6C31-38F8-4293-B857-E145F0098127,public/2343/E8A832ED-2AE3-4C7F-9BF8-AB67CFB50503/images/original/Image_002.jpg,412094,Image_002.jpg,0,NULL,NULL,Smith01,1,NULL,
2343,Media,48F971DA-3A36-4BF3-B62B-A28AB1FC74A8,public/2343/E8A832ED-2AE3-4C7F-9BF8-AB67CFB50503/images/original/Image_001.jpg,412297,Image_001.jpg,0,NULL,NULL,Smith01,1,NULL,
2343,Media,3F7C00C9-596B-4D21-AE6B-108A9DE54FBF,public/2343/E8A832ED-2AE3-4C7F-9BF8-AB67CFB50503/videos/original/Video_002.mp4,20908496,Video_002.mp4,0,NULL,NULL,Smith01,1,NULL,
2343,Media,8A058EFB-7AC8-46B6-A7A9-CCA497470082,public/2343/E8A832ED-2AE3-4C7F-9BF8-AB67CFB50503/videos/original/Video_003.mp4,13753555,Video_003.mp4,0,NULL,NULL,Smith01,1,NULL,
2343,Media,8F3D30BF-01A7-4EB4-9BB3-ADDC2F5548B0,public/2343/E8A832ED-2AE3-4C7F-9BF8-AB67CFB50503/images/original/Image_003.jpg,412648,Image_003.jpg,0,NULL,NULL,Smith01,1,NULL,
2344,Media,8DA832FD-655A-49BF-A04A-FA62F592B7B8,public/2344/5D4DC1D1-5819-42F5-87C3-470B5B2F94B4/videos/original/Video_001.mp4,20229560,Video_001.mp4,1,NULL,NULL,Smith01,1,NULL,
2343,Media,305657FA-DE6F-48A1-A440-F21F2E0D4ABE,public/2343/E8A832ED-2AE3-4C7F-9BF8-AB67CFB50503/videos/original/Video_001.mp4,41703576,Video_001.mp4,0,NULL,NULL,Smith01,1,NULL,
2344,Media,DC38AEA3-4813-40E7-A1F1-B3801636FC50,public/2344/5D4DC1D1-5819-42F5-87C3-470B5B2F94B4/images/original/Image_001.jpg,354983,Image_001.jpg,1,NULL,NULL,Smith01,1,NULL,
