patientprocedureid,MediaType,appannotationid,annotationfilepath,annotationfilesize,annotationname,isactive,archivestatus,ProcedureStatus,cognitouser_username,subscriptionstatus,terminationaction,mediaid
2173,Media,EC5B9D2F-BFF1-485F-BE7F-0AEA56AFD448,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image_004.jpg,0,Image_004.jpg,0,NULL,NULL,Madhu101,1,NULL,
2173,Media,patient_20200518121849152FEDE5-07E4-4598-B8B5-B024741253A5,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/pdfs/original/patient_20200518121849.pdf,0,patient_20200518121849.pdf,1,NULL,NULL,Madhu101,1,NULL,
2173,Media,9A86B16F-5C63-4F7E-86DF-10EB5E2B99F0,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image_003.jpg,0,Image_003.jpg,0,NULL,NULL,Madhu101,1,NULL,
2173,Media,secure_202005181218424297C973-4453-413E-9718-18E0AF0ED6EB,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/pdfs/original/secure_20200518121842.pdf,0,secure_20200518121842.pdf,1,NULL,NULL,Madhu101,1,NULL,
2173,Media,EE48C306-4BC7-4F02-A92D-9E3482505EEC,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image_002.jpg,0,Image_002.jpg,0,NULL,NULL,Madhu101,1,NULL,
2173,Media,patient_20200518121819EA98836F-BD22-466D-8C2D-6757295F4E41,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/pdfs/original/patient_20200518121819.pdf,0,patient_20200518121819.pdf,1,NULL,NULL,Madhu101,1,NULL,
2173,Media,3D107520-386E-4E81-8E53-6E0019AF74AC,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/newimage.jpg,0,newimage.jpg,0,NULL,NULL,Madhu101,1,NULL,
2173,Media,secure_20200518121814F789448E-E49E-404A-98C9-161D0DF2F843,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/pdfs/original/secure_20200518121814.pdf,0,secure_20200518121814.pdf,1,NULL,NULL,Madhu101,1,NULL,
2161,Media,56d2a745-2c34-4188-adc7-fb82d20a9ffb,public/2161/A6DD2904-598B-4F0C-A9D7-DB88338026C7/images/original/z_Image_001_z_Anno_001.jpg,0,z_Image_001_z_Anno_001.jpg,1,NULL,4,Devuser.10,11,3,
2140,Media,9c56449b-2e28-4799-b0a1-596de23a0dfd,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/original/z_Image_003.jpg,0,z_Image_003.jpg,0,NULL,2,Surgeon.03,10,NULL,
2140,Media,1fa927b9-449f-46f3-af69-9e582b06d185,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/original/z_Image_004.jpg,0,z_Image_004.jpg,1,NULL,2,Surgeon.03,10,NULL,
2143,Media,b0b3f98d-41bc-496a-ba18-b12e03b82fc5,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/images/original/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,1,NULL,NULL,Madhu101,1,NULL,
2167,Media,dba41e14-e561-4cf9-b3ae-a06b71409a64,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/original/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2168,Media,d0258fc8-fb0c-4ed7-8e3d-c22aa3e65a49,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/pdfs/original/z_secure_20200519192153.pdf,0,z_secure_20200519192153.pdf,1,NULL,2,Devuser.10,11,3,
2167,Media,2226e8be-ac42-4c85-a8eb-ab17934c0d93,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/original/Image_005_z_Anno_001.jpg,0,Image_005_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2168,Media,816145eb-9085-4ac0-b2c8-515776cc70ab,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_002.jpg,0,Image_001_z_Anno_002.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,2d6f0420-566a-4e45-bcbe-165f3b713099,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_002_z_Anno_003.jpg,0,Image_001_z_Anno_002_z_Anno_003.jpg,0,NULL,2,Devuser.10,11,3,
2168,Media,e49a02f4-6ff7-4fdb-a55c-657c58ff008c,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_003.jpg,0,Image_001_z_Anno_003.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,5cb43dc6-2e77-4ea7-a7ea-75c2c8003ff3,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_003.jpg,0,withrename,1,NULL,2,Devuser.10,11,3,
2168,Media,89948-DJJ8-DJJ8S-8IOL,public/2151/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,withrename,1,NULL,2,Devuser.10,11,3,
2175,Media,ECA37200-9E83-4680-A83F-03FD2089A839,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,NULL,Surgeon.1,6,3,
2175,Media,7E92DEAF-3B53-498C-B27B-4BDB6866FC02,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Surgeon.1,6,3,
2175,Media,C05D64C4-DB26-4624-B699-AC7529FA9090,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Surgeon.1,6,3,
2175,Media,BC8060B8-2BEA-4CA5-9D47-0D68417AFD8B,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Surgeon.1,6,3,
2175,Media,6C0F0F9E-6E42-43EE-AF91-C163FB419F1C,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Surgeon.1,6,3,
2175,Media,2CE1CDF0-E495-479A-9D22-FD42A36EFCB6,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Surgeon.1,6,3,
2175,Media,5828698E-9CB2-413B-B5F4-8030270A7998,public/2175/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Surgeon.1,6,3,
2176,Media,cca14466-9e1b-44a6-b221-a3f34561ffed,public/2176/DF052FD4-1ABC-43B0-8897-078FA835B8A8/images/original/z_Image_001.jpg,0,z_Image_001.jpg,1,NULL,NULL,Surgeon.1,6,3,
2161,Media,f3d1f6ae-8f2d-4a03-aecc-e3c8a6a6e1f5,public/2161/A6DD2904-598B-4F0C-A9D7-DB88338026C7/images/original/z_Image_002.jpeg,0,z_Image_002.jpeg,1,NULL,4,Devuser.10,11,3,
2096,Media,3093ec7d-99ab-4121-b304-5858db844cb6,public/2096/5D8840EF-4CB8-4668-8E41-0ED704C0588B/images/original/z_Image_003.jpeg,0,z_Image_003.jpeg,1,NULL,NULL,Devuser.10,11,3,
2096,Media,d47340d9-c518-43bb-b2b8-123faea07fde,public/2096/5D8840EF-4CB8-4668-8E41-0ED704C0588B/images/original/z_rename4.jpg,0,z_rename4.jpg,1,NULL,NULL,Devuser.10,11,3,
2096,Media,8c0b4160-fee1-4188-abc9-e9080831d44b,public/2096/5D8840EF-4CB8-4668-8E41-0ED704C0588B/images/original/z_Image_004_z_Anno_001.jpg,0,z_Image_004_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2168,Media,c238e592-115e-4e73-a561-b26a09543798,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_003.jpg,0,Image_001_z_Anno_003.jpg,1,NULL,2,Devuser.10,11,3,
2160,Media,a01652c4-9710-402e-835b-2f76e4922954,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/z_Image_001_z_Anno_002.jpg,0,z_Image_001_z_Anno_002.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2160,Media,280239d7-6863-40b5-97d5-c1455bb26379,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/z_renameBee5_z_Anno_003.jpg,0,z_renameBee5_z_Anno_003.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2160,Media,dba86526-addf-4ef8-a1ad-27fcdaad3fc5,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/z_renameBee5_z_Anno_004.jpg,0,z_renameBee5_z_Anno_004.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2160,Media,b0de2ec8-0613-4281-9748-c257a84872f3,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/z_renameBee5_z_Anno_001.jpg,0,z_RenameImge.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2160,Media,8b355120-cbee-4344-80eb-59e64e08fb45,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/z_renameBee5_z_Anno_001.jpg,0,z_renameBee5_z_Anno_001.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2168,Media,78c837hgj-283ng7ea-75c2c8-009-3ff3,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_001.jpg,0,withrename,1,NULL,2,Devuser.10,11,3,
2180,Media,969E44DC-C016-4C69-8A8E-1C330AAE238F,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,64BFD8F7-1567-421C-A397-6CB9984DFE9F,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,8EC7BFD6-CE5C-435F-8E64-AF1E4FE4430D,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,DACE61D4-0F3F-4BBC-8A10-545B9E9F86B6,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,2DA7FCE3-22A4-4532-A36F-DB7FFD0DEB0E,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,4,Thejes.01,1,NULL,
2180,Media,5375F4C0-E2DF-4437-9B43-448DB68AD9D9,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,C2F18EE9-E111-4AD2-B99B-BC9AFE29EE39,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,4,Thejes.01,1,NULL,
2167,Media,302dddbb-4e60-4e78-9e80-d8b38050612c,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/original/z_Image_001.jpg,0,z_Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2167,Media,b8699675-5fb5-447d-8cfb-54df7751bdc0,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/original/z_Image_002.jpg,0,z_Image_002.jpg,0,NULL,NULL,Devuser.10,11,3,
2180,Media,b11710c0-8564-43b9-94e2-9a330b1c756f,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/z_Image_001.jpg,0,z_Image_001.jpg,1,NULL,4,Thejes.01,1,NULL,
2181,Media,9EB4B655-04F1-4018-99D9-F0EFAE0874BA,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_006.jpg,0,yy.jpg,1,NULL,2,Devuser.10,11,3,
2181,Media,0877824B-AEEB-4975-A3B4-CDF86BECEF21,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,2,Devuser.10,11,3,
2181,Media,F0536D02-0534-4B71-89E5-60A8906CDC54,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,2,Devuser.10,11,3,
2181,Media,DDF00CF2-2D8F-4E51-B6E3-16499547A8C0,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,2,Devuser.10,11,3,
2181,Media,3DFCFBF7-7786-49FF-A7FB-F2284956108C,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_004.jpg,0,uguguugu.jpg,1,NULL,2,Devuser.10,11,3,
2181,Media,8D944624-771F-4A05-A933-681973F4161D,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,2,Devuser.10,11,3,
2181,Media,BFC2FB0E-5986-48C1-AEA1-5C263F719200,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/videos/original/sample_video.mp4,0,fg.mp4,1,NULL,2,Devuser.10,11,3,
2181,Media,0798D76F-05E2-4E79-BAE8-C1A51B8D3DAD,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/original/Image_005_Anno_001.jpg,0,Image_005_Anno_001.jpg,1,NULL,2,Devuser.10,11,3,
2180,Media,b970eb7b-638f-4c9a-91e0-ebe3b96afbce,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,e62f592b-2c0f-421d-93cd-a994c277c254,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/z_Image_002.jpg,0,z_Image_002.jpg,1,NULL,4,Thejes.01,1,NULL,
2180,Media,b255f8df-7df4-44a1-bb7e-acd33ec44ba4,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/original/z_Image_003.jpg,0,z_Image_003.jpg,1,NULL,4,Thejes.01,1,NULL,
2183,Media,E05AA43D-C1ED-4E3B-B2C0-9B037555C6A5,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,NULL,Madhu101,1,NULL,
2183,Media,B1BF9E77-FD8D-45E4-A78B-05D455CAAEC9,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Madhu101,1,NULL,
2183,Media,A828FFEB-997A-4B47-9F7F-AFC2E297A8E2,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/images/original/Image_005.jpg,0,Image_005.jpg,0,NULL,NULL,Madhu101,1,NULL,
2183,Media,25DA1CCF-E915-4F52-B702-A9C4C59D1C00,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/images/original/Image_004.jpg,0,Image_004.jpg,0,NULL,NULL,Madhu101,1,NULL,
2183,Media,908CC821-1D94-4FAC-8BA9-D0086B28CD16,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/images/original/Image_006.jpg,0,Image_006.jpg,0,NULL,NULL,Madhu101,1,NULL,
2183,Media,5D555D3F-74B7-4DEC-AE73-02DF23D77A31,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/images/original/Image_003.jpg,0,Image_003.jpg,0,NULL,NULL,Madhu101,1,NULL,
2183,Media,E87F2533-760C-4209-B354-BA4A68843CAC,public/2183/7276B77A-13B9-46FD-B7D4-5EE20AE9AD35/images/original/Image_001.jpg,0,Image_001.jpg,0,NULL,NULL,Madhu101,1,NULL,
2173,Media,000CC1B0-9CA9-491D-9E53-29FD6B5B1CF9,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image_001_Anno_001.jpg,0,Image_001_Anno_001.jpg,0,NULL,NULL,Madhu101,1,NULL,
2168,Media,847n-0948jfj-j488-987kJU,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,withOUTrename.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,9438ndyt7-dje83j-38fj-jdyu8,public/2168/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image_001_Anno_001.jpg,0,renameImage,1,NULL,2,Devuser.10,11,3,
2185,Media,04992802-FFD7-4870-94AF-CC5149011200,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,01FAE06D-843C-453C-965D-7BE94124A28C,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,86CB30DB-4655-415E-94F1-11A3CE26AA07,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,66A263AE-C1CE-45C3-8BA0-71D2E8CE7BF4,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,E2D2F8FC-534D-4011-B79A-A6BD2DE34EB0,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,4E63A6D9-26BD-455D-9ECF-C8300546BEFE,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,2098B251-8427-4E1B-A963-B1ACA7467872,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,37F11CA8-C75C-4111-885B-5BD87905EDA0,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_005_Anno_001.jpg,0,Image_005_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,B4693E05-3805-44F3-9B81-1BD1691A8D68,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_005_Anno_002.jpg,0,Image_005_Anno_002.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,D8CC287B-F8DB-48E9-9FF7-74D25D00D0CE,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_005_Anno_003.jpg,0,Image_005_Anno_003.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,secure_20200521164917FEEE368D-DC58-42FC-9874-CC4236B165CC,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/original/secure_20200521164917.pdf,0,secure_20200521164917.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,secure_202005211649341310045B-0113-4649-8B09-16E633C50F45,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/original/secure_20200521164934.pdf,0,secure_20200521164934.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2185,Media,patient_20200521164942E58EDDBB-BF3E-4B6B-8F9B-9C4C045A0AFC,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/original/patient_20200521164942.pdf,0,patient_20200521164942.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2168,Media,83JK9-KI9-KFI9-JUK0-RHY78,public/2168/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image_001_Anno_001.jpg,0,WITHrenameImage,1,NULL,2,Devuser.10,11,3,
2186,Media,C107141D-EC66-4B9E-AB8C-955684F23946,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,643ED503-58FB-4E20-B651-C4664502B649,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,D838E552-84BC-4F12-81B3-267E1EB5BFD8,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,BB1EAD01-2B8F-4A90-8CD7-58AD9AAD5814,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,079F9F22-F45A-4953-8DB0-EB334C16B664,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,98350AC7-AC89-4E96-88B6-A0143C6E078E,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,F55E89A0-91BD-4172-A78C-CE6979BE80B2,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,CA463619-47A3-42F6-B0D2-212619D6A94A,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_006_Anno_001.jpg,0,Image_006_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,29BCD710-69AB-4DF4-86B5-ABE7F00C4E81,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_005_Anno_001.jpg,0,Image_005_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,2F91B185-780C-4606-97A9-D7603CCC4982,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/original/Image_003_Anno_001.jpg,0,Image_003_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,secure_20200521170003FA76ADF1-7815-4C1F-8422-CE5255BD6FCF,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/original/secure_20200521170003.pdf,0,secure_20200521170003.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,secure_20200521170009D306F067-7E7C-4336-9D68-EFCB3E04BD3C,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/original/secure_20200521170009.pdf,0,secure_20200521170009.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2186,Media,patient_202005211700149AB90551-D641-40C2-9A03-0EFE7195604E,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/original/patient_20200521170014.pdf,0,patient_20200521170014.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,22AF23E9-A4E1-4E9B-AD56-33C74889356F,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/videos/original/scopy123.mp4,15684351,scopy123.mp4,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,26FD8141-78BF-4DD4-A541-2AA475AAC203,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,453FDE2F-5012-4BF0-878C-BBF4B36786ED,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/rename001.jpg,157234,rename001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,66FEBBBC-9D4C-4E62-8B7A-936892E79A23,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,37CF9DC7-4088-4657-8DE6-11CEDC879D4C,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/procedure.jpg,146031,procedure.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,F3573C64-7E8B-4042-BCE9-3902B7F7AA8F,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,88195CB8-70AA-410F-9A12-861C38873A02,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,60E7ABBE-2E0E-49CB-BD1C-62B2AA09877E,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_006_Anno_001.jpg,0,Image_006_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,0C554AF8-467D-426D-A729-58B573E2AE7D,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image005Anno001.jpg,670732,Image005Anno001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,E8221277-E294-44D1-A952-D368CED549D8,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_003_Anno_001.jpg,0,Image_003_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,BD26495D-871C-406F-AB14-FA6C158609A2,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,8B71FE62-E7E1-4297-88A7-EDADD711F21B,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,3617C215-7EB3-4B98-8202-F517B5BBBEC6,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/videos/original/sample_video.mp4,0,sample_video.mp4,0,NULL,NULL,Thejes.01,1,NULL,
2188,Media,34179394-4EE9-4CCF-A59A-839DAABE0342,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_004.jpg,0,Image_004.jpg,0,NULL,NULL,Thejes.01,1,NULL,
2188,Media,E85A25B8-5612-480A-8A8D-5F49519A28A5,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,91E4AB41-D7B1-4968-A38B-B483EFE8BEA0,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,FBEF1D07-2AA1-4A1E-84BD-354FC29EE9C7,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_006.jpg,0,Image_006.jpg,0,NULL,NULL,Thejes.01,1,NULL,
2188,Media,4164D709-70E6-4582-A942-A755475230A2,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_006_Anno_001.jpg,0,Image_006_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,E0641550-273B-430A-8D80-B888FBC12871,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_005_Anno_001.jpg,0,Image_005_Anno_001.jpg,0,NULL,NULL,Thejes.01,1,NULL,
